1473225037 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1473225174 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1473269945 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1473274237 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1473277114 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1473287523 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1473289387 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1473370612 10 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1473400815 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1473469218 12 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1473472139 13 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1473533158 14 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1473644726 15 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1473661762 16 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1473665418 17 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1473698063 18 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1473709061 19 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1473731167 20 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1473794137 20 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1473805597 21 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1473962249 22 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1474068145 23 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1474318632 24 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1474393344 24 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1474397865 25 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
